날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-11-13,591.421,558.369,536.318,525.391,528.405,544.807,578.807,612.414,620.844,598.531,595.832,591.889,582.264,606.194,625.946,644.405,674.610,718.790,734.000,723.581,704.600,681.023,657.552,629.566
2024-11-14,587.022,554.602,535.282,523.760,524.634,541.906,580.337,618.767,657.899,645.671,609.492,590.909,578.620,590.265,608.996,662.914,696.687,730.442,740.500,732.010,714.014,688.940,668.828,641.507
2024-11-15,595.033,561.328,540.946,532.274,536.854,554.112,588.677,635.700,682.542,704.323,695.294,674.945,687.813,704.586,709.684,715.886,723.525,745.170,743.310,733.004,711.993,687.910,667.826,643.920
2024-11-16,600.662,566.409,544.778,533.494,532.169,544.632,570.594,596.986,626.086,622.959,626.792,601.969,617.172,603.831,621.129,642.076,667.006,708.348,724.405,714.323,696.790,674.882,655.211,629.966
2024-11-17,594.380,560.194,534.228,523.441,521.150,533.551,556.745,569.283,575.445,551.098,525.166,524.315,513.346,515.521,524.138,561.989,622.935,680.599,701.202,697.438,686.567,667.921,647.609,625.979
2024-11-18,580.663,550.462,531.121,522.088,524.518,540.360,581.135,623.521,626.206,608.445,590.966,582.345,559.924,573.804,588.420,624.623,681.022,740.916,756.810,749.390,732.404,707.305,687.860,660.437
2024-11-19,616.632,583.950,561.090,545.339,543.412,556.706,592.212,634.706,664.640,662.003,654.316,643.393,637.139,662.530,654.215,689.059,707.062,743.267,752.901,741.719,719.207,697.067,677.222,655.846
2024-11-20,609.955,570.971,550.154,538.251,537.414,553.910,592.874,640.177,703.562,731.845,734.677,722.940,698.144,715.844,714.663,724.089,739.257,767.232,767.712,754.912,737.543,713.221,691.564,668.038
2024-11-21,625.975,592.022,563.610,550.042,549.215,564.858,601.999,646.692,666.309,632.112,609.460,586.734,571.036,588.120,612.112,651.786,695.135,746.008,760.369,748.738,734.654,709.766,689.739,662.277
2024-11-22,619.858,585.509,563.135,546.835,547.053,568.865,604.622,651.986,690.184,671.323,622.495,613.986,608.297,602.097,623.900,652.769,702.233,751.267,763.591,751.979,737.528,714.253,695.513,669.731
2024-11-23,628.324,594.789,571.150,555.825,558.408,568.694,596.581,612.915,608.864,592.454,591.414,583.922,566.037,570.738,585.588,615.933,665.700,725.575,743.574,736.582,720.866,698.730,684.006,661.143
2024-11-24,623.669,589.749,566.013,554.114,550.837,564.968,590.253,602.258,591.576,586.934,597.550,607.186,606.860,608.319,619.402,639.610,659.843,708.748,729.980,726.259,711.979,692.435,674.340,650.541
2024-11-25,605.660,574.434,551.448,542.207,549.233,561.743,603.202,643.751,676.349,672.361,665.045,652.052,647.459,671.115,698.257,716.596,738.767,768.227,768.531,761.480,738.844,709.747,688.967,666.890
2024-11-26,625.542,583.642,562.166,550.595,552.931,572.463,613.756,667.023,731.583,756.531,732.911,679.530,663.450,698.154,709.119,721.348,759.630,793.764,794.179,787.097,768.917,740.225,715.639,692.289
2024-11-27,646.729,609.194,588.120,574.933,572.845,591.604,631.851,687.623,743.085,759.174,777.312,750.227,727.736,729.346,753.052,773.161,808.692,842.092,837.904,825.327,796.847,766.200,742.376,715.314
2024-11-28,670.702,634.227,609.719,595.467,596.196,613.105,660.503,707.429,740.578,757.253,734.403,786.962,762.462,734.078,763.254,792.961,821.895,843.551,836.966,819.458,795.119,767.088,744.018,724.244
2024-11-29,677.576,634.838,606.255,593.124,597.522,612.027,655.419,712.495,770.712,816.514,810.793,797.228,774.311,790.101,798.022,803.486,820.785,845.785,832.756,811.342,783.398,750.564,735.291,717.074
2024-11-30,667.395,633.677,605.061,590.332,587.994,603.658,630.968,653.013,645.379,606.890,587.983,564.726,558.921,566.940,582.380,604.666,665.180,741.124,771.906,765.453,754.428,734.099,724.191,706.484
2024-12-01,664.741,630.632,605.921,593.553,594.539,608.199,629.800,642.932,647.555,631.552,600.324,588.075,608.540,626.064,607.146,599.748,654.984,725.827,758.509,756.873,742.467,722.111,705.565,679.443
2024-12-02,637.369,604.062,582.306,569.909,574.053,596.394,635.609,688.164,698.483,665.462,641.369,615.384,596.119,620.375,632.891,660.373,704.989,763.417,782.772,780.676,763.780,734.618,722.440,694.196
2024-12-03,651.478,614.340,596.147,584.322,586.123,605.227,648.496,693.363,706.561,707.608,673.449,640.784,642.362,663.098,698.574,707.903,749.819,811.912,826.118,814.836,797.546,767.413,751.780,729.131
2024-12-04,690.911,654.339,627.440,613.415,614.622,631.600,676.808,730.045,736.012,710.334,695.728,674.680,650.790,681.779,684.465,657.471,748.274,819.729,839.362,830.746,803.553,767.305,741.942,715.653
2024-12-05,670.415,627.441,602.338,592.190,597.042,614.742,651.974,705.655,749.388,751.375,744.403,683.775,679.968,693.305,718.206,749.537,779.543,827.689,832.760,825.134,804.263,776.025,756.598,728.840
2024-12-06,679.492,641.396,615.852,603.708,607.383,621.274,660.891,714.256,754.141,760.595,746.959,733.410,733.122,718.753,706.495,736.444,769.237,819.656,823.505,812.389,785.935,760.540,744.660,724.727
2024-12-07,684.895,646.651,619.006,606.242,613.402,629.791,661.158,684.662,676.056,629.476,608.933,583.216,578.401,596.324,632.807,697.676,743.746,790.907,797.516,785.564,771.281,751.152,738.143,717.716
2024-12-08,678.375,646.202,623.238,613.500,611.266,626.645,652.742,676.454,690.877,674.766,682.659,664.309,655.898,659.159,672.593,689.200,738.020,804.734,819.163,809.852,786.662,761.550,747.300,724.774
2024-12-09,679.952,643.413,615.593,604.497,604.317,621.189,665.420,723.361,781.232,796.984,788.644,768.573,735.360,743.410,742.478,762.365,799.405,851.871,858.226,844.391,815.359,783.029,761.124,737.344
2024-12-10,688.095,649.227,627.856,619.835,615.414,633.590,672.215,727.310,769.377,755.382,724.407,681.988,641.726,652.396,683.351,726.028,777.691,838.387,853.160,843.911,817.524,787.459,760.927,731.468
2024-12-11,678.639,640.104,615.618,601.366,605.928,623.329,664.998,724.075,789.319,808.476,804.584,752.936,728.012,749.959,748.516,728.935,767.382,838.757,849.570,846.904,820.974,786.186,765.178,738.560
2024-12-12,696.139,654.602,632.747,617.946,624.137,643.258,685.779,748.539,776.326,751.317,721.471,679.468,645.925,663.269,675.900,708.803,769.050,841.725,858.900,850.564,829.620,802.763,779.405,753.741
2024-12-13,705.278,668.914,638.723,627.208,627.620,646.820,683.093,734.113,798.458,838.515,819.229,816.327,751.638,756.292,757.336,782.538,813.639,865.503,860.053,846.163,833.248,808.805,791.923,769.530
2024-12-14,722.624,676.685,648.344,634.352,635.400,650.060,677.751,707.694,733.496,730.254,725.556,726.898,700.094,712.991,728.880,743.378,787.582,836.779,841.739,827.324,809.722,786.528,774.445,758.405
2024-12-15,710.600,672.971,647.472,631.257,627.672,641.141,664.391,688.099,720.949,735.942,715.451,711.096,718.711,714.383,718.701,734.843,772.111,824.342,832.400,819.283,802.050,773.005,760.003,738.347
2024-12-16,688.187,651.591,621.226,609.511,610.476,631.466,674.743,739.653,824.262,852.033,816.279,800.569,790.128,794.700,786.203,782.840,806.910,864.076,878.366,864.744,841.224,808.699,779.889,746.575
2024-12-17,696.927,661.628,644.649,632.558,632.449,646.319,691.268,762.592,806.983,784.866,765.651,757.140,732.222,756.650,754.949,767.047,799.631,854.086,866.929,862.506,835.935,808.592,788.332,766.793
2024-12-18,709.463,672.153,648.930,637.315,636.741,663.482,703.579,771.516,824.839,829.472,821.385,788.960,772.370,798.866,830.848,842.086,870.750,920.406,916.855,904.340,873.155,834.208,810.120,791.372
2024-12-19,740.563,696.929,663.734,652.947,663.091,689.426,739.924,809.740,850.242,812.705,757.216,713.394,679.673,688.808,709.134,740.079,811.462,895.658,920.020,910.505,894.125,864.499,850.596,823.460
2024-12-20,767.485,721.086,690.193,678.168,679.980,689.407,712.536,770.378,844.919,859.944,852.482,855.683,795.010,791.291,800.598,826.108,847.099,881.487,885.261,877.546,853.641,828.681,812.020,777.913
2024-12-21,724.308,687.641,665.785,652.322,640.567,651.699,676.165,705.340,757.966,802.411,788.545,760.436,750.133,766.969,788.548,800.461,840.747,879.302,884.413,870.715,846.028,819.557,802.381,780.585
2024-12-22,734.352,697.216,670.803,654.383,654.448,669.153,693.475,720.071,734.538,725.644,684.883,673.000,654.755,671.738,691.776,718.124,774.844,852.787,873.922,870.365,854.977,830.438,813.595,795.834
2024-12-23,754.077,713.955,689.429,671.383,671.275,681.782,726.705,791.330,847.675,807.530,787.160,761.454,738.697,781.921,764.118,802.434,843.513,904.001,910.683,892.370,864.256,840.252,821.345,798.289
2024-12-24,752.480,712.215,685.555,671.021,663.497,681.853,726.423,792.809,832.074,810.437,748.350,692.534,662.788,664.652,679.045,733.650,804.085,875.467,883.947,869.769,844.531,821.466,810.148,788.435
2024-12-25,733.627,686.376,664.850,656.857,648.095,656.321,683.851,716.489,709.809,643.530,605.253,600.704,622.135,666.019,695.128,734.917,778.691,818.009,827.396,817.381,797.468,773.210,758.456,734.597
2024-12-26,685.901,647.700,623.038,608.491,611.920,633.468,677.960,741.499,800.977,774.871,722.464,686.054,677.433,720.190,747.803,770.647,828.059,894.696,912.883,899.518,873.795,840.211,815.522,791.586
2024-12-27,741.001,700.000,674.600,660.186,659.692,679.658,723.339,789.311,842.330,844.369,828.327,803.033,771.265,764.071,754.242,776.932,833.994,909.241,915.892,905.815,880.603,840.751,815.522,792.849
2024-12-28,745.172,705.685,681.549,674.199,674.801,696.568,730.873,768.528,780.065,783.439,759.041,731.997,747.990,771.859,769.462,802.975,836.971,889.094,898.019,880.582,857.324,825.067,808.517,789.448
2024-12-29,746.690,709.867,686.027,673.938,673.506,689.307,715.040,741.969,750.981,735.017,690.012,650.395,622.279,581.040,599.411,667.460,734.727,818.695,864.043,860.093,842.461,818.790,812.912,792.641
2024-12-30,742.555,697.273,669.857,649.089,644.964,665.387,703.766,775.363,828.990,790.701,776.501,739.868,705.157,684.528,695.410,728.938,780.974,847.996,866.099,857.742,839.912,815.416,794.557,768.835
2024-12-31,720.222,686.809,661.681,642.682,636.037,655.443,700.653,762.473,807.597,771.913,731.694,687.865,661.580,655.867,684.709,721.362,782.909,862.993,890.027,882.147,864.356,848.973,834.021,811.819
